,Unnamed: 0,Client ID,Client tenure year,Client tenure month,Client age,Gender,Number of accounts,Balance,Calls in the last 6 months,Log ons in the last 6 months,Variation,confirm,start,step_1,step_2,step_3,visit_duration
287,287,9863604,5.0,65.0,40.0,U,2.0,36436.59,3.0,6.0,Control,1,3,4,4,2,5
288,288,8284433,10.0,131.0,63.0,M,2.0,53551.9,6.0,9.0,Test,0,2,0,0,0,2
289,289,7183351,8.0,96.0,28.0,U,2.0,78197.02,2.0,5.0,Control,0,2,1,0,0,0
290,290,3959099,11.0,135.0,32.0,M,2.0,48712.08,5.0,8.0,Test,1,1,1,1,1,4
292,292,3083365,7.0,86.0,72.0,U,2.0,1260146.57,5.0,8.0,Test,1,2,2,3,4,1
294,294,4333518,10.0,126.0,32.0,M,2.0,39164.23,6.0,9.0,Control,1,1,1,1,1,3
295,295,6540065,7.0,91.0,63.0,U,2.0,52180.97,3.0,6.0,Control,0,1,1,0,0,0
296,296,1646150,5.0,67.0,66.0,M,2.0,361345.09,6.0,9.0,Test,1,1,1,1,1,16
297,297,6550550,5.0,67.0,58.0,F,2.0,32744.96,3.0,6.0,Control,1,1,1,1,1,7
299,299,5931603,5.0,66.0,32.0,U,2.0,66328.35,2.0,5.0,Control,1,2,1,1,1,3
300,300,2938423,6.0,72.0,36.0,U,2.0,25590.73,6.0,9.0,Control,1,1,1,2,2,4
301,301,2215051,12.0,154.0,66.0,F,3.0,122246.45,6.0,9.0,Control,1,1,1,1,1,4
302,302,2952627,5.0,70.0,46.0,M,2.0,34979.78,2.0,5.0,Test,1,2,1,1,1,3
303,303,2790667,4.0,58.0,22.0,U,2.0,44144.34,1.0,4.0,Test,1,1,1,1,1,4
304,304,9027736,10.0,130.0,79.0,F,2.0,217728.64,4.0,7.0,Control,1,1,1,1,1,2
305,305,7240133,7.0,92.0,66.0,M,3.0,62814.58,3.0,6.0,Test,3,1,1,1,1,6
306,306,6196555,4.0,56.0,70.0,U,3.0,310089.38,6.0,9.0,Test,1,1,1,1,1,3
307,307,6012640,29.0,359.0,60.0,F,2.0,89726.89,2.0,5.0,Control,1,2,1,1,1,8
308,308,5966661,5.0,71.0,30.0,U,2.0,39556.42,1.0,4.0,Test,1,3,2,1,1,4
309,309,1820934,5.0,70.0,40.0,U,2.0,40535.55,0.0,3.0,Control,1,1,1,1,1,6
310,310,7190256,8.0,106.0,31.0,F,2.0,53434.93,6.0,9.0,Test,0,3,1,1,0,3
311,311,9048757,15.0,190.0,60.0,F,2.0,591058.35,0.0,3.0,Control,4,1,1,1,1,15
312,312,5937897,17.0,210.0,64.0,M,2.0,482055.17,0.0,3.0,Control,1,3,2,1,1,40
313,313,560810,14.0,176.0,34.0,F,3.0,57175.22,2.0,5.0,Test,1,1,1,1,1,3
314,314,704762,6.0,82.0,28.0,U,3.0,83788.5,6.0,9.0,Test,1,3,1,1,1,2
317,317,6765972,7.0,85.0,56.0,U,2.0,24701.85,5.0,8.0,Test,0,4,3,3,0,6
318,318,8037116,4.0,58.0,23.0,U,2.0,30552.19,0.0,3.0,Control,0,1,2,2,2,2
319,319,2754680,7.0,89.0,41.0,U,2.0,247752.24,2.0,5.0,Control,0,1,1,0,0,1
321,321,9797884,5.0,65.0,62.0,U,3.0,77371.49,6.0,9.0,Test,5,1,1,1,1,8
322,322,7680980,13.0,159.0,24.0,M,3.0,117685.13,6.0,9.0,Test,1,1,1,1,1,4
323,323,4928575,25.0,305.0,60.0,F,2.0,30975.55,0.0,3.0,Test,1,6,2,2,2,6
325,325,1908158,21.0,263.0,66.0,F,2.0,161959.26,2.0,5.0,Control,1,2,3,1,1,2
326,326,881563,21.0,262.0,50.0,M,2.0,477340.15,5.0,8.0,Test,1,1,1,1,1,2
327,327,2653016,21.0,258.0,53.0,F,2.0,273573.13,1.0,4.0,Control,1,2,2,1,1,9
328,328,548340,21.0,255.0,46.0,U,2.0,38001.58,2.0,5.0,Control,1,1,1,1,1,2
329,329,2609914,17.0,214.0,46.0,F,3.0,79648.2,0.0,3.0,Test,1,2,1,1,1,10
331,331,8798149,16.0,198.0,50.0,F,3.0,218582.15,0.0,3.0,Test,0,2,3,5,6,14
332,332,4278502,10.0,131.0,24.0,F,2.0,86769.69,2.0,5.0,Test,1,3,2,2,1,2
333,333,5004793,25.0,310.0,60.0,F,3.0,90540.4,1.0,6.0,Test,1,1,2,1,1,8
334,334,1040359,5.0,63.0,48.0,U,3.0,50844.64,2.0,5.0,Control,1,1,1,1,1,5
335,335,1334827,11.0,141.0,38.0,F,2.0,76572.53,0.0,3.0,Control,1,1,1,1,1,4
336,336,8945610,26.0,319.0,72.0,F,2.0,170208.0,3.0,6.0,Test,1,1,1,1,1,7
338,338,2509909,9.0,108.0,56.0,M,3.0,120915.34,6.0,9.0,Control,0,1,1,1,1,2
339,339,2600705,15.0,181.0,62.0,F,2.0,1278380.81,6.0,9.0,Control,1,1,1,1,1,3
340,340,3442959,14.0,173.0,34.0,F,2.0,35656.28,6.0,9.0,Control,1,1,1,1,1,16
341,341,9207047,16.0,202.0,50.0,F,2.0,29978.94,0.0,3.0,Test,1,2,2,1,1,12
342,342,3991847,5.0,65.0,33.0,U,2.0,28189.91,2.0,5.0,Control,0,2,2,1,0,1
343,343,2959476,9.0,119.0,59.0,F,2.0,47887.98,6.0,9.0,Test,0,2,1,0,0,4
344,344,973686,10.0,130.0,28.0,M,3.0,44990.49,1.0,4.0,Test,0,1,1,1,0,1
345,345,7988248,15.0,189.0,51.0,M,2.0,42138.14,6.0,9.0,Test,0,20,0,0,0,3
346,346,3158341,27.0,324.0,71.0,M,3.0,1581691.79,6.0,9.0,Test,2,14,1,1,1,4
347,347,9373092,5.0,68.0,40.0,F,2.0,59201.04,5.0,8.0,Control,1,1,1,1,1,4
348,348,7561241,5.0,71.0,56.0,U,3.0,1475524.6,3.0,6.0,Test,1,1,1,1,1,4
349,349,3590454,20.0,242.0,68.0,F,2.0,156109.43,6.0,9.0,Test,3,3,1,1,1,6
351,351,1025015,16.0,203.0,46.0,M,2.0,163637.52,5.0,8.0,Control,0,1,1,1,1,34
352,352,6524861,5.0,63.0,66.0,F,2.0,162005.73,0.0,3.0,Test,2,4,3,3,2,12
353,353,3668675,6.0,81.0,48.0,F,2.0,48875.46,2.0,5.0,Test,1,1,1,1,1,19
354,354,8257047,24.0,297.0,24.0,M,2.0,34710.92,2.0,5.0,Test,1,2,2,1,1,3
355,355,1753961,4.0,57.0,50.0,U,2.0,48917.99,2.0,5.0,Test,1,1,1,1,1,3
356,356,9432051,7.0,92.0,39.0,U,2.0,99532.56,3.0,6.0,Test,1,7,2,2,2,66
357,357,9591707,11.0,140.0,49.0,M,2.0,34721.08,3.0,6.0,Control,1,2,2,2,2,2
358,358,5522802,4.0,57.0,40.0,U,3.0,66114.18,4.0,7.0,Control,1,9,6,4,3,0
359,359,5319506,5.0,60.0,33.0,U,2.0,44387.04,3.0,6.0,Test,0,2,1,1,1,2
360,360,6399171,19.0,239.0,58.0,M,2.0,119445.0,5.0,8.0,Control,0,1,1,0,0,1
361,361,7569257,4.0,59.0,54.0,F,2.0,33294.92,2.0,5.0,Test,2,1,1,1,1,6
362,362,547839,11.0,141.0,44.0,F,2.0,75677.53,6.0,9.0,Control,1,1,1,1,1,10
363,363,5781524,5.0,71.0,42.0,U,3.0,55532.59,2.0,5.0,Control,1,1,1,2,4,16
364,364,6286537,7.0,91.0,27.0,U,2.0,31480.81,1.0,4.0,Test,1,1,1,1,1,7
365,365,2529465,9.0,116.0,36.0,M,2.0,60796.07,6.0,9.0,Test,1,1,1,1,1,3
366,366,4937056,14.0,172.0,19.0,M,4.0,65365.75,0.0,3.0,Control,0,2,2,0,0,1
367,367,3132961,9.0,119.0,58.0,F,2.0,23790.4,6.0,9.0,Control,1,1,1,1,1,8
368,368,6248651,17.0,213.0,46.0,M,2.0,24110.09,6.0,9.0,Control,1,1,2,3,2,4
369,369,7187827,15.0,183.0,46.0,F,2.0,156436.79,3.0,6.0,Test,1,2,2,2,2,2
371,371,2166490,9.0,117.0,64.0,F,2.0,249320.51,4.0,7.0,Test,2,3,3,3,2,10
372,372,9876315,11.0,140.0,56.0,F,2.0,121203.96,3.0,6.0,Test,3,2,2,1,1,5
373,373,9795687,14.0,168.0,70.0,M,2.0,65376.95,3.0,6.0,Control,1,1,1,2,4,9
374,374,3573589,11.0,136.0,46.0,M,2.0,57971.45,3.0,6.0,Control,1,1,1,1,1,10
376,376,8163796,23.0,287.0,62.0,F,2.0,126817.43,3.0,6.0,Test,1,1,2,2,1,4
377,377,3191374,23.0,286.0,38.0,F,2.0,57619.25,6.0,9.0,Test,1,1,1,1,1,2
378,378,3334174,22.0,269.0,32.0,M,4.0,238363.85,4.0,7.0,Test,1,1,1,1,1,2
380,380,3778920,21.0,253.0,62.0,F,2.0,33825.01,4.0,7.0,Test,1,1,1,1,3,6
381,381,4834461,23.0,287.0,56.0,M,2.0,522457.42,3.0,6.0,Control,1,1,2,1,1,5
382,382,2365886,21.0,253.0,76.0,M,3.0,234993.23,4.0,7.0,Test,5,2,1,0,0,5
384,384,7656967,18.0,222.0,60.0,F,3.0,458857.19,6.0,9.0,Control,1,5,1,1,1,0
385,385,6559072,16.0,203.0,54.0,F,2.0,54249.96,3.0,6.0,Control,1,6,3,2,1,1
386,386,2960870,11.0,136.0,66.0,F,2.0,190176.39,2.0,5.0,Control,1,2,1,1,1,5
387,387,399690,16.0,195.0,80.0,M,2.0,34994.41,4.0,7.0,Control,0,1,1,0,0,2
388,388,3319565,10.0,127.0,48.0,M,2.0,23985.65,6.0,9.0,Control,0,3,2,0,0,1
389,389,470365,20.0,242.0,44.0,M,2.0,35829.85,1.0,4.0,Test,1,1,2,2,1,4
391,391,8336549,12.0,154.0,32.0,F,2.0,115872.65,2.0,5.0,Control,1,1,1,1,1,16
393,393,327337,15.0,187.0,73.0,M,2.0,699374.23,6.0,9.0,Control,1,7,2,2,2,15
394,394,4296369,4.0,57.0,24.0,U,2.0,29708.73,1.0,4.0,Test,0,3,1,1,0,18
395,395,1830058,15.0,186.0,70.0,F,2.0,1823190.18,5.0,8.0,Test,0,9,3,3,3,2
396,396,3337300,11.0,140.0,57.0,F,2.0,23809.67,2.0,5.0,Test,1,1,1,1,1,4
397,397,272484,14.0,169.0,48.0,M,3.0,302145.66,6.0,9.0,Test,0,2,0,0,0,1
398,398,6666419,9.0,110.0,44.0,M,2.0,29272.36,5.0,8.0,Test,1,5,3,1,1,4
399,399,8830618,5.0,70.0,28.0,U,2.0,42213.18,5.0,8.0,Test,0,2,1,0,0,3
402,402,2697914,15.0,186.0,36.0,U,2.0,77452.7,3.0,6.0,Control,0,1,1,3,1,5
403,403,8730685,19.0,228.0,72.0,M,2.0,236328.14,0.0,3.0,Control,1,1,1,1,1,3
404,404,5894819,8.0,102.0,68.0,U,2.0,88612.23,6.0,9.0,Control,1,1,1,1,1,5
405,405,3539231,6.0,72.0,26.0,U,2.0,60709.59,1.0,4.0,Control,1,1,2,2,1,4
406,406,9484909,7.0,94.0,20.0,U,2.0,51542.32,0.0,3.0,Control,1,1,1,0,1,4
407,407,695585,15.0,184.0,46.0,M,2.0,121101.26,2.0,5.0,Test,0,2,1,1,1,5
408,408,2485287,17.0,204.0,60.0,M,2.0,190218.43,4.0,7.0,Test,0,1,6,5,0,3
410,410,1597883,5.0,70.0,25.0,U,2.0,48374.16,5.0,8.0,Test,1,2,2,1,1,4
411,411,675111,7.0,93.0,29.0,U,2.0,53545.22,3.0,6.0,Test,1,1,1,1,1,2
413,413,3194104,7.0,89.0,28.0,U,2.0,34921.18,6.0,9.0,Test,1,1,1,1,1,2
414,414,7151522,9.0,111.0,68.0,F,3.0,216668.43,6.0,9.0,Test,1,1,1,1,1,9
415,415,3319635,7.0,88.0,52.0,U,2.0,100239.82,6.0,9.0,Test,1,3,2,2,1,2
416,416,3197890,5.0,68.0,50.0,U,2.0,33357.63,6.0,9.0,Test,1,1,1,1,1,4
417,417,28857,14.0,178.0,52.0,M,2.0,104511.86,3.0,6.0,Control,1,4,5,4,3,94
418,418,6334676,3.0,47.0,36.0,U,3.0,175190.2,5.0,8.0,Control,1,1,1,1,1,8
419,419,7781717,10.0,130.0,26.0,F,2.0,77832.85,1.0,4.0,Test,0,3,2,3,0,17
420,420,1465714,11.0,143.0,64.0,F,2.0,867380.83,0.0,3.0,Control,1,1,1,1,1,18
421,421,6020962,13.0,167.0,28.0,M,2.0,98550.05,3.0,6.0,Control,1,1,1,1,1,2
422,422,2472976,4.0,54.0,68.0,F,2.0,661718.34,5.0,8.0,Control,1,1,2,1,1,5
423,423,7020609,28.0,347.0,60.0,F,3.0,333574.56,1.0,4.0,Test,4,1,1,1,1,1
425,425,5517122,14.0,174.0,58.0,M,2.0,132760.77,6.0,9.0,Test,1,3,3,1,1,4
426,426,1241733,8.0,105.0,32.0,F,3.0,36977.48,0.0,3.0,Test,1,1,1,1,1,3
427,427,4458772,12.0,144.0,62.0,U,2.0,34751.19,1.0,4.0,Test,1,1,1,1,1,7
428,428,242235,23.0,287.0,44.0,M,2.0,205171.12,5.0,8.0,Test,1,1,1,1,1,2
429,429,8544599,23.0,277.0,56.0,F,2.0,36103.57,1.0,4.0,Control,1,1,1,1,1,4
430,430,793692,23.0,276.0,59.0,M,2.0,62786.71,4.0,7.0,Test,1,1,1,1,1,6
431,431,595241,22.0,274.0,49.0,F,2.0,27579.24,2.0,5.0,Control,0,3,1,1,4,14
433,433,6206582,21.0,252.0,43.0,F,2.0,129093.94,2.0,5.0,Control,1,1,1,1,1,14
434,434,5954855,20.0,250.0,36.0,M,4.0,264983.04,2.0,5.0,Control,1,4,2,0,1,13
435,435,5076263,20.0,249.0,39.0,M,2.0,116576.29,3.0,6.0,Test,0,1,1,0,0,4
436,436,9957845,24.0,297.0,61.0,F,2.0,110140.17,4.0,7.0,Control,0,3,1,1,1,2
437,437,509544,19.0,228.0,52.0,F,2.0,27084.14,1.0,4.0,Control,1,1,1,1,1,3
438,438,8969191,18.0,222.0,50.0,M,2.0,132946.55,2.0,5.0,Test,1,1,1,1,1,3
439,439,1288843,18.0,221.0,62.0,U,2.0,163709.74,1.0,4.0,Control,3,1,2,2,1,3
440,440,4319222,5.0,66.0,32.0,F,3.0,33047.84,0.0,3.0,Control,1,2,1,1,1,11
441,441,9092174,9.0,116.0,28.0,M,2.0,67734.59,4.0,7.0,Test,1,2,1,1,1,4
442,442,3086399,16.0,194.0,48.0,M,2.0,166456.55,6.0,9.0,Control,1,4,2,1,1,40
443,443,730801,12.0,147.0,52.0,M,2.0,47511.33,3.0,6.0,Test,1,1,1,1,1,5
444,444,5552968,6.0,81.0,46.0,U,2.0,24268.41,4.0,7.0,Test,1,1,1,1,1,1
446,446,6615925,11.0,140.0,32.0,M,2.0,38937.73,2.0,5.0,Control,0,2,2,1,2,4
447,447,9493249,21.0,257.0,73.0,F,2.0,89903.73,2.0,5.0,Test,0,2,0,0,0,3
448,448,3290004,12.0,153.0,30.0,F,2.0,81594.69,1.0,4.0,Test,1,1,1,1,1,5
449,449,4866771,6.0,78.0,87.0,U,2.0,41797.76,6.0,9.0,Test,0,8,3,4,5,2
450,450,9517536,5.0,60.0,28.0,U,2.0,56202.07,6.0,9.0,Control,1,3,2,2,2,5
451,451,5293569,7.0,84.0,46.0,U,2.0,29224.47,1.0,4.0,Test,1,4,1,1,1,5
452,452,9754728,7.0,86.0,40.0,U,2.0,128306.51,4.0,7.0,Control,1,3,1,1,1,6
453,453,3777909,4.0,57.0,54.0,U,3.0,48953.18,0.0,3.0,Control,1,1,1,1,1,6
454,454,2515665,10.0,121.0,63.0,F,2.0,46489.4,2.0,5.0,Test,0,7,3,0,0,36
455,455,198935,4.0,56.0,66.0,U,2.0,61573.14,3.0,6.0,Test,1,1,1,1,1,16
456,456,2449759,9.0,116.0,62.0,F,2.0,117408.12,1.0,4.0,Test,1,1,2,1,1,3
458,458,3874169,11.0,132.0,38.0,F,2.0,63217.28,3.0,6.0,Test,1,2,2,2,2,4
461,461,7414306,6.0,79.0,66.0,U,2.0,65259.08,1.0,4.0,Control,1,1,1,2,2,9
462,462,9295772,5.0,64.0,52.0,M,2.0,26280.29,4.0,7.0,Test,3,1,1,2,2,7
463,463,3887490,5.0,71.0,40.0,U,2.0,59466.35,2.0,5.0,Control,1,1,1,1,1,7
464,464,9138140,6.0,73.0,32.0,U,2.0,45754.98,1.0,4.0,Test,1,1,1,1,1,7
465,465,1346,14.0,177.0,46.0,F,2.0,822512.91,3.0,6.0,Test,0,5,2,1,2,8
466,466,1814940,7.0,94.0,48.0,U,2.0,69194.14,2.0,5.0,Control,0,2,1,0,0,2
467,467,9075393,12.0,146.0,48.0,M,4.0,484570.93,6.0,9.0,Control,1,4,4,2,2,3
468,468,16095,6.0,76.0,30.0,U,2.0,81652.98,1.0,4.0,Control,0,1,1,1,1,1
469,469,533553,24.0,289.0,68.0,U,2.0,147539.34,2.0,5.0,Test,5,1,1,1,1,6
471,471,5142178,23.0,277.0,58.0,M,2.0,69415.56,5.0,8.0,Control,0,2,1,0,0,0
473,473,3022895,28.0,346.0,76.0,M,2.0,104042.72,2.0,5.0,Test,1,1,1,1,1,7
474,474,6768127,7.0,94.0,32.0,U,2.0,32021.98,4.0,7.0,Test,1,1,1,1,1,2
475,475,7244004,15.0,190.0,52.0,F,2.0,755138.47,1.0,4.0,Test,1,1,1,1,1,4
477,477,2658149,21.0,262.0,58.0,M,3.0,432275.28,3.0,6.0,Test,1,1,1,1,1,2
478,478,6373368,16.0,194.0,56.0,M,2.0,42066.73,1.0,4.0,Control,1,1,1,1,1,6
479,479,1007748,29.0,348.0,66.0,M,4.0,1423149.03,6.0,9.0,Control,1,2,2,0,1,1
481,481,9449889,14.0,176.0,26.0,F,2.0,28841.06,6.0,9.0,Control,1,1,1,1,1,16
482,482,8088920,7.0,95.0,62.0,F,2.0,112148.91,2.0,5.0,Test,1,1,1,1,1,4
483,483,4153564,7.0,91.0,30.0,U,2.0,30792.02,6.0,9.0,Test,0,3,2,1,0,0
485,485,1990964,15.0,184.0,50.0,F,2.0,27152.18,2.0,5.0,Control,0,3,0,0,0,2
487,487,6380474,14.0,170.0,46.0,M,2.0,159277.65,1.0,4.0,Control,3,4,2,2,2,10
488,488,5690823,9.0,119.0,46.0,F,2.0,95056.95,2.0,5.0,Test,1,1,1,1,1,2
489,489,9105369,22.0,267.0,27.0,F,2.0,31407.18,2.0,5.0,Control,0,1,1,1,0,1
490,490,4494336,5.0,71.0,66.0,F,3.0,403398.69,1.0,4.0,Control,1,1,1,1,1,6
491,491,7198363,15.0,191.0,54.0,F,2.0,47997.07,1.0,4.0,Test,1,2,2,1,1,20
492,492,5644663,9.0,108.0,70.0,F,2.0,117064.95,0.0,3.0,Test,0,2,1,0,0,1
493,493,1695407,8.0,99.0,55.0,U,2.0,61656.99,0.0,3.0,Control,0,1,1,0,0,0
494,494,2948165,7.0,89.0,62.0,U,2.0,291652.19,2.0,5.0,Test,1,3,2,2,1,3
495,495,9714140,6.0,78.0,66.0,U,3.0,476097.95,0.0,3.0,Test,1,1,1,1,1,10
496,496,2826516,12.0,144.0,40.0,M,3.0,63922.21,2.0,5.0,Test,0,1,1,1,0,1
497,497,6877738,3.0,38.0,20.0,U,2.0,29156.86,3.0,6.0,Test,1,1,2,1,1,7
498,498,9040967,4.0,56.0,24.0,M,2.0,28705.23,3.0,6.0,Test,0,2,1,1,1,3
499,499,3367073,12.0,153.0,32.0,F,2.0,36534.7,2.0,5.0,Test,1,2,1,1,1,2
501,501,1020634,4.0,58.0,40.0,U,2.0,26795.08,4.0,7.0,Control,1,1,1,1,1,4
503,503,1829130,7.0,84.0,53.0,F,2.0,24154.48,2.0,5.0,Control,1,1,1,1,1,2
504,504,9336495,5.0,65.0,29.0,U,2.0,56490.0,6.0,9.0,Control,0,5,2,0,0,2
505,505,8722759,18.0,222.0,46.0,M,2.0,46500.72,2.0,5.0,Test,0,2,2,1,0,1
506,506,4952288,5.0,66.0,42.0,U,2.0,49821.15,2.0,5.0,Test,1,3,3,1,1,12
507,507,7953367,5.0,60.0,66.0,U,2.0,160537.78,6.0,9.0,Test,1,1,1,1,1,4
508,508,5870441,25.0,310.0,26.0,F,2.0,97090.46,6.0,9.0,Control,1,2,2,1,1,5
509,509,3233554,16.0,203.0,66.0,M,2.0,314901.35,2.0,5.0,Test,1,2,2,1,1,5
511,511,6930182,6.0,79.0,60.0,U,3.0,631622.26,6.0,9.0,Test,1,7,3,1,1,1
512,512,4738519,13.0,160.0,48.0,M,2.0,440046.52,1.0,4.0,Test,1,2,2,1,1,13
513,513,6604463,6.0,83.0,58.0,U,2.0,30971.3,1.0,4.0,Test,3,3,4,3,2,50
515,515,5579672,17.0,205.0,54.0,F,2.0,26031.52,2.0,5.0,Test,1,1,1,1,1,3
516,516,1290934,13.0,159.0,56.0,M,2.0,27826.43,2.0,6.0,Control,1,1,1,1,1,3
517,517,7024366,4.0,58.0,58.0,U,2.0,35832.59,1.0,4.0,Test,1,1,1,1,1,4
518,518,663941,24.0,295.0,47.0,F,2.0,168467.47,6.0,9.0,Test,0,8,5,1,0,5
519,519,1196376,23.0,287.0,46.0,U,2.0,270343.52,2.0,6.0,Test,3,1,1,1,1,2
520,520,9229226,22.0,265.0,72.0,U,2.0,352199.83,0.0,4.0,Test,0,2,1,1,0,2
521,521,2985233,22.0,264.0,72.0,M,2.0,307725.49,6.0,9.0,Test,0,5,1,0,0,1
522,522,2186143,20.0,251.0,56.0,F,2.0,519393.29,4.0,7.0,Test,1,4,3,2,1,5
523,523,6567268,19.0,234.0,36.0,M,2.0,68955.82,0.0,3.0,Test,1,1,1,1,1,2
524,524,8732389,19.0,233.0,54.0,F,2.0,100531.17,6.0,9.0,Control,1,1,1,1,1,8
525,525,7038187,17.0,214.0,34.0,M,2.0,123618.14,5.0,8.0,Control,1,3,1,1,1,1
526,526,8047484,17.0,208.0,69.0,F,2.0,47198.83,6.0,9.0,Control,1,1,1,1,1,2
527,527,5101399,7.0,85.0,41.0,M,3.0,247864.61,4.0,7.0,Control,0,3,2,2,0,11
529,529,7396309,13.0,156.0,31.0,F,3.0,49312.45,4.0,7.0,Control,0,5,0,0,0,2
530,530,1792552,13.0,162.0,50.0,M,2.0,51534.08,6.0,9.0,Test,1,1,1,1,1,39
531,531,848570,10.0,131.0,34.0,F,3.0,137937.4,4.0,7.0,Control,1,1,1,1,1,3
532,532,3452850,12.0,146.0,42.0,M,2.0,35081.79,0.0,3.0,Test,1,1,1,1,1,3
534,534,9598074,4.0,53.0,52.0,U,2.0,155403.85,6.0,9.0,Test,0,4,3,2,0,2
536,536,8169732,4.0,59.0,18.0,U,2.0,37222.41,1.0,4.0,Test,1,1,1,1,1,2
537,537,5156720,11.0,143.0,34.0,F,2.0,59922.95,1.0,4.0,Control,1,2,1,1,1,3
538,538,4333852,27.0,329.0,56.0,M,3.0,1854093.26,2.0,5.0,Test,1,2,2,1,1,6
540,540,7236024,33.0,399.0,65.0,F,2.0,75865.33,0.0,3.0,Test,0,2,3,4,3,1
541,541,3953921,5.0,67.0,42.0,U,2.0,170372.16,6.0,9.0,Test,1,1,1,1,1,3
542,542,3899785,5.0,70.0,20.0,U,2.0,30797.96,0.0,3.0,Control,1,1,1,1,3,9
543,543,8060496,8.0,96.0,48.0,U,3.0,269663.73,1.0,4.0,Test,1,1,1,1,1,3
544,544,8682039,10.0,121.0,34.0,F,3.0,97404.34,6.0,9.0,Test,1,1,1,1,1,4
545,545,5798572,16.0,197.0,53.0,F,2.0,45618.71,5.0,8.0,Test,0,4,1,0,0,1
546,546,4656898,5.0,66.0,30.0,U,2.0,183651.1,6.0,9.0,Test,1,2,1,1,1,4
547,547,2865677,12.0,145.0,38.0,F,2.0,35881.65,1.0,4.0,Control,0,5,1,1,1,2
548,548,8832236,4.0,57.0,47.0,U,2.0,88742.27,4.0,7.0,Test,0,4,1,1,2,10
549,549,2691632,8.0,106.0,59.0,M,2.0,63662.29,3.0,6.0,Test,0,2,0,0,0,1
550,550,6842137,6.0,82.0,48.0,U,2.0,67474.85,6.0,9.0,Control,2,4,5,3,1,2
551,551,3041776,5.0,65.0,60.0,U,2.0,418391.2,2.0,5.0,Control,1,1,1,1,1,4
552,552,3167061,7.0,95.0,64.0,U,2.0,73866.65,6.0,9.0,Control,0,2,1,1,1,2
553,553,6514104,5.0,65.0,30.0,U,3.0,32871.29,2.0,5.0,Test,1,1,1,1,1,7
554,554,2839247,13.0,157.0,40.0,M,2.0,89199.12,1.0,4.0,Control,1,2,1,1,1,25
555,555,1903850,4.0,58.0,60.0,M,2.0,89803.44,2.0,5.0,Test,1,1,1,1,1,2
556,556,3992853,11.0,135.0,26.0,M,2.0,28687.18,6.0,9.0,Test,1,1,1,1,1,3
557,557,187901,11.0,139.0,66.0,M,2.0,166577.95,3.0,6.0,Control,1,2,1,1,1,3
558,558,6331923,5.0,61.0,30.0,F,2.0,49355.79,1.0,4.0,Test,1,1,1,1,1,3
559,559,2941394,15.0,189.0,67.0,F,2.0,84883.8,1.0,5.0,Test,1,1,1,1,1,7
560,560,2663775,12.0,154.0,35.0,F,2.0,125507.31,1.0,4.0,Control,0,2,2,2,3,6
561,561,5337525,8.0,106.0,70.0,F,2.0,36330.36,2.0,5.0,Control,0,4,2,0,0,2
562,562,967593,10.0,124.0,48.0,F,2.0,177660.76,4.0,7.0,Test,1,1,1,1,2,21
563,563,1667795,7.0,86.0,46.0,U,2.0,42911.97,5.0,8.0,Control,1,1,1,2,2,5
564,564,6991948,13.0,161.0,47.0,F,2.0,475881.98,0.0,3.0,Test,0,4,2,4,0,9
566,566,5085938,4.0,57.0,34.0,U,2.0,58761.43,6.0,9.0,Control,1,1,1,1,1,2
567,567,9844262,5.0,68.0,42.0,U,2.0,48165.26,1.0,4.0,Test,1,1,1,1,1,33
568,568,2013867,13.0,165.0,50.0,F,2.0,248229.05,6.0,9.0,Control,1,2,1,1,1,9
569,569,8538985,6.0,72.0,64.0,U,3.0,120754.36,6.0,9.0,Test,1,1,1,1,1,2
570,570,8444793,5.0,65.0,28.0,U,4.0,60750.63,6.0,9.0,Test,1,1,1,1,1,2
571,571,2833480,24.0,292.0,65.0,M,5.0,1932983.22,3.0,6.0,Control,0,1,1,0,0,2
572,572,5829248,23.0,282.0,46.0,F,2.0,150492.49,3.0,6.0,Control,2,7,3,1,1,3
573,573,7891259,21.0,261.0,45.0,M,3.0,140554.9,6.0,9.0,Test,0,4,2,1,1,1
575,575,8847388,19.0,236.0,48.0,U,3.0,418289.21,1.0,4.0,Test,1,1,1,1,1,5
576,576,945109,18.0,222.0,31.0,F,3.0,66514.32,2.0,5.0,Test,0,1,1,1,1,1
578,578,7158443,17.0,215.0,47.0,M,3.0,51518.19,5.0,8.0,Control,1,1,1,1,1,2
579,579,7521207,14.0,175.0,70.0,F,2.0,198599.66,2.0,6.0,Test,2,2,2,2,2,5
580,580,1098398,15.0,188.0,51.0,M,2.0,55343.77,6.0,9.0,Control,0,3,2,0,0,2
581,581,6885626,7.0,89.0,42.0,U,4.0,81127.64,4.0,7.0,Test,1,1,1,2,2,18
582,582,4409593,10.0,130.0,59.0,M,2.0,42102.63,4.0,7.0,Test,0,2,1,1,1,3
583,583,7213148,13.0,167.0,68.0,F,2.0,147492.48,1.0,4.0,Test,4,1,1,1,1,2
584,584,6772022,4.0,57.0,30.0,U,3.0,43808.15,6.0,9.0,Test,1,1,1,1,1,7
585,585,6004537,17.0,208.0,44.0,M,2.0,32038.37,1.0,4.0,Test,0,3,3,2,1,3
586,586,5357266,6.0,74.0,62.0,F,2.0,284882.52,1.0,5.0,Test,1,1,1,1,1,4
